date,open,high,low,close,volume,rsi_7,rsi_14,cci_7,cci_14,sma_50,ema_50,sma_100,ema_100,macd,bollinger,TrueRange,atr_7,atr_14,next_day_close
2014-01-02,9.986667,10.165333,9.77,10.006667,92826000,55.34407089342224,54.440117846652825,-37.373644058492644,15.213422424213173,9.68210666,9.820166824312885,10.49423998,9.67428441991791,0.16947161056263305,9.74079995,0.3953330000000008,0.4026411651229593,0.4475496484415416,9.970667
2014-01-03,10.0,10.146,9.906667,9.970667,70425000,53.74262870999453,53.82152101490924,-81.30447088739595,17.48112987448799,9.6528,9.826069020017528,10.49569332,9.68019010852561,0.1626230229475354,9.776166649999999,0.23933300000000024,0.37931142724825084,0.4326770305962963,9.8
2014-01-06,10.0,10.026667,9.682667,9.8,80416500,46.32817440108696,50.87040959780368,-123.42754395704281,-37.824708043109716,9.62946666,9.825046667557528,10.496739989999998,9.682577132228715,0.14178960507613247,9.7979,0.3439999999999994,0.37426693764135777,0.4263429569429573,9.957333
2014-01-07,9.841333,10.026667,9.683333,9.957333,75511500,53.26303664348189,53.40675031543484,-84.78465082263364,-20.77943147995837,9.59774666,9.830234551890282,10.503406649999999,9.688050546146261,0.13640207132586113,9.837900000000001,0.34333400000000047,0.36984794654973524,0.4204137456985703,10.085333
2014-01-08,9.923333,10.246667,9.917333,10.085333,92448000,58.36866023586809,55.423025782272944,60.79966223717453,43.570558657735944,9.57323998,9.840238755399689,10.51114665,9.69596387129205,0.14083745572657413,9.87016665,0.3293340000000011,0.3640602398997732,0.41390804954242383,9.835333
2014-01-09,10.166667,10.228667,9.79,9.835333,80730000,46.735192994451516,50.79922930279471,-19.681393803537414,0.3077872381904833,9.55279998,9.84004636650121,10.514833309999998,9.698739590624607,0.12276446684487752,9.887966650000001,0.4386670000000006,0.37471834848552,0.4156765460124686,9.714667
2014-01-10,9.897333,9.926667,9.483333,9.714667,111691500,42.01924127753384,48.687885384478506,-149.896826468152,-95.05757940304827,9.527799980000001,9.835129373071146,10.51537998,9.69905676964702,0.0975799146996863,9.9082,0.4433340000000001,0.38452058441616,0.4176520784492664,9.289333
2014-01-13,9.718667,9.8,9.188,9.289333,94741500,29.696194797246505,42.05306223341885,-174.2346916750224,-186.7602042495748,9.5012933,9.813724943247927,10.50855331,9.690898429465468,0.04280662844297467,9.8811,0.6120000000000001,0.41701764378528,0.43153407290523604,10.751333
2014-01-14,9.366667,10.8,9.111333,10.751333,414105000,67.69233627245819,61.48274539627785,124.64114082664808,83.58407544425502,9.50306662,9.850494960280262,10.517493309999999,9.712011278089776,0.11603204067686335,9.9265,1.6886670000000006,0.5986818375302401,0.521329282340748,10.942
2014-01-15,11.23,11.482,10.806667,10.942,306984000,70.14716499013217,63.215027078534064,194.87958934391773,276.0370868426141,9.50567996,9.893300280323388,10.52217998,9.73649724967515,0.18728997854691798,9.98046665,0.7306669999999986,0.6175368607402056,0.5362819765145159,11.398
